"name","Class","Description"
"YER106W","U","MAM1 weak similarity to At2g20470 A. thaliana"
"YBL016W","D","FUS3 mitogen-activated protein kinase (MAP kinase)"
"YLR190W","U","YLR190w hypothetical protein"
"YPL174C","O","NIP100 component of the dynactin complex"
"YGL170C","U","SPO74 hypothetical protein"
"YJL058C","U","YJL058c strong similarity to hypothetical protein YBR270c"
"YBL024W","T","NCL1 tRNA (cytosine-5-)-methyltransferase"
"YDR232W","M","HEM1 5-aminolevulinate synthase"
"YMR296C","M","LCB1 serine C-palmitoyltransferase subunit"
"YGR058W","U","YGR058w similarity to mouse calcium-binding protein"
"YKR100C","U","YKR100c similarity to hypothetical protein YIL158w"
"YER063W","U","THO1 weak similarity to human heterogeneous ribonuclear particle protein U"
"YOR226C","M","ISU2 strong similarity to nitrogen fixation proteins"
"YLR135W","U","SLX4 subunit of SLX1P/Ybr228p-SLX4P complex, required for cell growth in the absence of SGS1 or TOP3"
"YOR224C","T","RPB8 DNA-directed RNA polymerase I, II, III 16 KD subunit"
"YCR060W","R","YCR060w similarity to stress inducible protein STI1P"
"YMR038C","F","LYS7 copper chaperone for superoxide dismutase SOD1P"
"YNL161W","U","CBK1 strong similarity to U.maydis Ukc1p protein kinase"
"YKR037C",NA,NA
"YBR239C","T","YBR239c weak similarity to transcription factor PUT3P"
"YKL050C","U","YKL050c similarity to YMR031c"
"YCL033C","T","YCL033c similarity to M.capricolum transcription repressor"
"YJL185C","U","YJL185c hypothetical protein"
"YER071C","U","YER071c hypothetical protein"
"YBR255W","U","YBR255w hypothetical protein"
"YBR108W","U","YBR108w weak similarity to R.norvegicus atrophin-1 related protein"
"YDL121C","U","YDL121c hypothetical protein"
"YER062C","R","HOR2 DL-glycerol phosphatase"
"YHR021C","P","RPS27B ribosomal protein S27.e"
"YMR035W","F","IMP2 mitochondrial inner membrane protease subunit"
"YDR233C",NA,NA
"YOR089C","O","VPS21 GTP-binding protein"
"YDR261W-A",NA,NA
"YJL068C","M","YJL068c strong similarity to human esterase D"
"YKL142W","P","MRP8 ribosomal protein, mitochondrial"
"YPL172C","F","COX10 farnesyl transferase"
"YLR006C","A","SSK1 two-component signal transducer"
"YPL159C","U","YPL159c weak similarity to YPR151c"
"YMR233W","U","YMR233w strong similarity to YOR295w"
"YKR034W","B","DAL80 transcriptional repressor for allantoin and GABA catabolic genes"
"YLR239C","M","LIP2 lipoic acid ligase"
"YOR028C","B","CIN5 transcriptional activator"
"YGL172W","O","NUP49 nuclear pore protein"
"YPL104W","P","MSD1 aspartate--tRNA ligase, mitochondrial"
"YCR005C","E","CIT2 citrate (si)-synthase, peroxisomal"
"YMR163C","U","YMR163c hypothetical protein"
"YAR073W","M","IMD1 strong similarity to IMP dehydrogenases"
"YOR347C","E","PYK2 pyruvate kinase, glucose-repressed isoform"
"YOR302W","P","YOR302w CPA1 leader peptide"
"YLR319C","C","BUD6 bud site selection protein"
"YKL010C","F","UFD4 similarity to rat ubiquitin ligase Nedd4"
"YBR246W","U","YBR246w similarity to TREMBL:SPCC18_15 hypothetical protein,  S. pombe"
"YPL125W","O","KAP120 nuclear transport factor, member of karyopherin-beta family"
"YGR241C","O","YAP1802 Yeast Adaptor Protein, member of AP180 protein family"
"YDR357C","U","YDR357c hypothetical protein"
"YOR286W","F","YOR286w similarity to D.melanogaster heat shock protein 67B2"
"YLR031W","U","YLR031w similarity to hypothetical protein YMR124w"
"YGR163W","U","GTR2 similarity to human ragA protein and GTR1P"
"YPL095C","U","YPL095c strong similarity to YBR177c"
"YNL247W","P","YNL247w cysteinyl-tRNA synthetase"
"YOR097C","U","YOR097c hypothetical protein"
"YFR025C","G","HIS2 histidinol phosphatase"
"YJR083C","U","YJR083c hypothetical protein"
"YPL201C","U","YPL201c hypothetical protein"
"YLR446W","U","YLR446w weak similarity to hexokinases"
"YDR261W-B",NA,NA
"YGR170W","M","PSD2 phosphatidylserine decarboxylase 2"
"YPL171C","E","OYE3 NAPDH dehydrogenase (old yellow enzyme), isoform 3"
"YGR161C-C",NA,NA
"YKR082W","O","NUP133 nuclear pore protein"
"YOR074C","M","CDC21 thymidylate synthase"
"YIL039W","U","YIL039w weak similarity to hypothetical protein SPAC23A1.02c S. pombe"
"YLR253W","U","YLR253w weak similarity to bacterial aminoglycoside acetyltransferase regulators"
"YHR184W","C","SSP1 essential for meiosis and spore formation"
"YOR356W","E","YOR356w strong similarity to human electron transfer flavoprotein-ubiquinone oxidoreductase"
"YDR273W","U","YDR273w weak similarity to YOR042w"
"YDR026C","B","YDR026c strong similarity to DNA-binding protein REB1P"
"YMR232W","C","FUS2 required for cell fusion during mating"
"YML087C","E","YML087c strong similarity to YML125c, similarity to cytochrome-b5- and nitrate reductases"
"YPL040C","P","ISM1 isoleucine--tRNA ligase, mitochondrial"
"YDR205W","U","MSC2 similarity to A.eutrophus cation efflux system membrane protein czcD, rat zinc transport protein ZnT-1 and COT1P"
"YDR252W","P","BTT1 alternate beta subunit of the nascent polypeptide-associated complex"
"YGR043C","M","YGR043c strong similarity to transaldolase"
"YGR189C",NA,NA
"YPL023C","M","MET12 methylenetetrahydrofolate reductase"
"YJL153C","M","INO1 myo-inositol-1-phosphate synthase"
"YGR057C","O","LST7 required for amino acid permease transport from the Golgi to the cell surface"
"YER038C","U","KRE29 hypothetical protein"
"YFL034C-B","D","MOB2 required for maintenance in ploidy"
"YLR376C","U","YLR376c hypothetical protein"
"YJL057C","U","IKS1 weak similarity to human P1/eIF-2a protein kinase"
"YGR247W","U","YGR247w hypothetical protein"
"YPR136C","U","FYV15 questionable ORF"
"YLR354C","E","TAL1 transaldolase"
"YNL047C","U","YNL047c similarity to probable transcription factor ASK10P and hypothetical protein YPR115w, and strong similarity to hypothetical protein YIL105c"
"YLR420W","M","URA4 dihydroorotase"
"YPR184W","M","GDB1 similarity to human 4-alpha-glucanotransferase (EC 2.4.1.25)/amylo-1,6-glucosidase (EC 3.2.1.33)"
"YJR017C","T","ESS1 processing/termination factor 1"
"YBL078C","F","AUT7 essential for autophagy"
"YEL018W","U","YEL018w weak similarity to RAD50P"
"YOR026W","D","BUB3 cell cycle arrest protein"
"YNL302C","P","RPS19B 40S small subunit ribosomal protein S19.e"
"YNL049C","U","SFB2 strong similarity to YIL109c"
"YBR284W","M","YBR284w similarity to AMP deaminase"
"YBR155W","U","CNS1 weak similarity to stress-induced STI1P"
"YDL013W","M","HEX3 hexose metabolism-related protein"
"YNR041C","M","COQ2 para-hydroxybenzoate--polyprenyltransferase"
"YLR072W","U","YLR072w similarity to YFL042c, YDR326c and YHR080c"
"YPR172W","U","YPR172w strong similarity to YLR456w"
"YJL180C","F","ATP12 F1F0-ATPase complex assembly protein"
"YFL010C","U","YFL010c questionable ORF"
"YNL273W","D","TOF1 topoisomerase I interacting factor 1"
"YMR280C","B","CAT8 transcription factor involved in gluconeogenesis"
"YMR001C","D","CDC5 involved in regulation of DNA replication"
"YOR318C","U","YOR318c hypothetical protein"
"YMR030W","U","YMR030w hypothetical protein"
"YCL056C","U","YCL056c hypothetical protein"
"YOR330C","D","MIP1 DNA-directed DNA polymerase gamma catalytic subunit, mitochondrial"
"YEL048C","U","YEL048c weak similarity to trp-asp repeat protein - S. pombe"
"YER014W","M","HEM14 protoporphyrinogen oxidase, mitochondrial"
"YOL131W","U","YOL131w hypothetical protein"
"YLR373C","U","VID22 similarity to hypothetical protein Ygr071cp"
"YLR249W","P","YEF3 translation elongation factor eEF3"
"YLR451W","B","LEU3 transcription factor"
"YPR148C","U","YPR148c weak similarity to hypothetical protein S. pombe"
"YLR263W","D","RED1 meiosis-specific protein"
"YMR167W","D","MLH1 DNA mismatch repair protein"
"YBL010C","U","YBL010c hypothetical protein"
"YJR134C","U","SGM1 similarity to paramyosin, myosin"
"YNL105W","U","YNL105w questionable ORF"
"YMR154C","F","RIM13 calpain-like cysteine protease"
"YOR317W","M","FAA1 long-chain-fatty-acid--CoA ligase"
"YOR359W","U","YOR359w similarity to hypothetical protein Ca49C10.19 Candida albicans"
"YDR203W","U","YDR203w questionable ORF"
"YPR175W","D","DPB2 DNA-directed DNA polymerase epsilon, subunit B"
"YBR042C","M","CST26 weak similarity to 1-acyl-sn-glycerol-3-phosphate acyltransferase from Brassica napus"
"YOR324C","U","YOR324c similarity to YAL028w"
"YDR455C","U","YDR455c questionable ORF"
"YDL118W","U","YDL118w questionable ORF"
"YMR133W","D","REC114 meiotic recombination protein"
"YIL122W","U","YIL122w weak similarity to transcription adaptor protein p300 - human"
"YPL233W","U","YPL233w weak similarity to hypothetical protein S. pombe"
"YIL007C","U","YIL007c similarity to C.elegans hypothetical protein"
"YLR185W","P","RPL37A ribosomal protein L37.e"
"YDR500C","P","RPL37B ribosomal protein L.37.e"
"YKL023W","U","YKL023w weak similarity to human cylicin II"
"YEL013W","C","VAC8 required for vacuole inheritance and protein targeting from the cytoplasm to vacuole"
"YPR041W","P","TIF5 translation initiation factor eIF5"
"YML117W","U","YML117w similarity to YPL184c"
"YOL129W","U","YOL129w similarity to hypothetical S. pombe protein"
"YJR014W","U","YJR014w strong similarity to S.pombe hypothetical protein SPBC16C6.05"
"YLR026C","O","SED5 syntaxin (T-SNARE)"
"YAL028W","U","YAL028w similarity to hypothetical protein YOR324c"
"YDR504C","U","YDR504c similarity to hypothetical T.brucei protein"
"YBR037C","F","SCO1 involved in stabilization of COX1P and COX2P"
"YDL154W","D","MSH5 meiosis-specific protein"
"YGL084C","A","GUP1 similarity to GUP2P - putative glycerol transporter"
"YLR453C","C","RIF2 RAP1P interacting factor 2"
"YHL001W","P","RPL14B ribosomal protein"
"YKL006W","P","RPL14A ribosomal protein"
"YLR156W","U","YLR156w identical to hypothetical proteins YLR161w and YLR159w"
"YOL145C","D","CTR9 required for G1 cyclin expression"
"YLR223C","T","IFH1 pre-rRNA processing machinery control protein"
"YNR050C","G","LYS9 saccharopine dehydrogenase (NADP+, L-glutamate forming)"
"YBR038W","M","CHS2 chitin synthase II"
"YDR214W","U","YDR214w similarity to hypothetical protein YNL281w"
"YKL076C","U","YKL076c questionable ORF"
"YOR124C","F","UBP2 ubiquitin-specific proteinase"
"YLR259C","F","HSP60 heat shock protein - chaperone, mitochondrial"
"YKL075C","U","YKL075c hypothetical protein"
"YKL181W","G","PRS1 ribose-phosphate pyrophosphokinase"
"YHR143W-A","T","RPC10 DNA-directed RNA polymerases I, II, III 7.7 KD subunit"
"YPL169C","T","MEX67 factor for nuclear mRNA export"
"YDL088C","D","ASM4 component of the karyopherin docking complex of the nuclear pore complex"
"YMR067C","U","YMR067c weak similarity to hypothetical protein D. melanogaster"
"YBR212W","T","NGR1 glucose-repressible RNA-binding protein"
"YOR281C","C","PLP2 phosducin homologue, likely to be involved in regulation of pheromone response"
"YFR007W","U","YFR007w weak similarity to YER176w"
"YER060W","A","FCY21 purine-cytosine permease"
"YDR529C","E","QCR7 ubiquinol--cytochrome-c reductase subunit 7"
"YPL138C","U","SPP1 weak similarity to fruit fly polycomblike nuclear protein"
"YGR110W","U","YGR110w weak similarity to YLR099c and YDR125c"
"YLR005W","T","SSL1 TFIIH subunit (transcription initiation factor), factor B"
"YDR005C","F","MAF1 required for sorting of MOD5P"
"YGL145W","O","TIP20 required for ER to Golgi transport"
"YER056C","A","FCY2 purine-cytosine permease"
"YGR125W","U","YGR125w similarity to S.pombe hypothetical protein SPAC24H6.11c"
"YJR141W","U","YJR141w weak similarity to hypothetical protein SPBC1734.10c S. pombe"
"YER128W","U","YER128w hypothetical protein"
"YGL225W","A","GOG5 GDP-mannose transporter into the lumen of the Golgi"
"YHL003C","M","LAG1 longevity-assurance protein"
"YLR112W","U","YLR112w hypothetical protein"
"YDR194C","T","MSS116 RNA helicase of the DEAD box family, mitochondrial"
"YGR185C","P","TYS1 tyrosyl-tRNA synthetase"
"YHR130C","U","YHR130c weak similarity to T.brucei H+-transporting ATP synthase"
"YLR303W","G","MET17 O-acetylhomoserine sulfhydrylase"
"YGR121C","A","MEP1 ammonia permease of high capacity and moderate affinity"
"YDL217C","F","TIM22 subunit of the TIM22-complex"
"YHR180W","U","YHR180w hypothetical protein"
"YGR194C","M","XKS1 xylulokinase"
"YDR541C","M","YDR541c similarity to dihydroflavonol-4-reductases"
"YLR059C","T","REX2 putative 3'-5' exonuclease"
"YER039C","O","HVG1 strong similarity to vanadate resistance protein GOG5P"
"YER180C","D","ISC10 meiosis-specific protein"
"YOR289W","U","YOR289w similarity to C.elegans hypothetical protein"
"YMR055C","D","BUB2 cell cycle arrest protein"
"YNR043W","M","MVD1 mevalonate pyrophosphate decarboxylase"
"YNR048W","U","YNR048w strong similarity to YCR094w and YNL323w"
"YAL060W","M","BDH1 stereospecific (2R, 3R)-2,3-butanediol dehydrogenase"
"YNR051C","U","BRE5 weak similarity to chicken nucleolin"
"YBR223C","U","YBR223c hypothetical protein"
"YOR220W","U","YOR220w hypothetical protein"
"YIL092W","U","YIL092w hypothetical protein"
"YDR008C","U","YDR008c questionable ORF"
"YNL042W","U","BOP3 hypothetical protein"
"YGL043W","T","DST1 TFIIS (transcription elongation factor)"
"YLL032C","U","YLL032c similarity to hypothetical protein SPAC9B6.13 S. pombe"
"YMR273C","B","ZDS1 involved in negative regulation of cell polarity"
"YDR034C","B","LYS14 transcriptional activator of lysine pathway genes"
"YKL044W","U","YKL044w hypothetical protein"
"YOL050C","U","YOL050c questionable ORF"
"YKL107W","U","YKL107w weak similarity to S.antibioticus probable oxidoreductase"
"YDR423C","B","CAD1 transcriptional activator"
"YOR112W","U","YOR112w similarity to C.elegans hypothetical protein"
"YGR101W","U","YGR101w weak similarity to B.subtilis YqgP"
"YHR177W","U","YHR177w weak similarity to Spombe PAC2 protein"
"YJR011C","U","YJR011c hypothetical protein"
"YGR129W","T","SYF2 synthetic lethal with CDC40"
"YHR011W","P","DIA4 strong similarity to seryl-tRNA synthetases"
"YHR014W","D","SPO13 meiosis-specific protein"
"YOR006C","U","YOR006c similarity to M.jannaschii hypothetical protein MJ0708"
"YML127W","U","RSC9 weak similarity to LOS1P"
"YHR091C","P","MSR1 arginyl-tRNA synthetase, mitochondrial"
"YGR124W","G","ASN2 asparagine synthetase"
"YOL064C","M","MET22 protein ser/thr phosphatase"
"YAR008W","T","SEN34 tRNA splicing endonuclease gamma subunit"
"YLR133W","M","CKI1 choline kinase"
"YGR255C","M","COQ6 monooxygenase"
"YOR219C","F","STE13 type IV dipeptidyl aminopeptidase"
"YBL098W","G","YBL098w similarity to human and D.melanogaster kynurenine 3-monooxygenase"
"YML079W","U","YML079w weak similarity to Synechocystis sp. hypothetical protein sll1188"
"YPL090C","P","RPS6A ribosomal protein S6.e"
"YBR181C","P","RPS6B ribosomal protein S6.e"
"YLR441C","P","RPS1A ribosomal protein S3a.e"
"YJL129C","A","TRK1 potassium transport protein TRK1P, high-affinity"
"YOR095C","E","RKI1 D-ribose-5-phosphate ketol-isomerase"
"YDR035W","G","ARO3 2-dehydro-3-deoxyphosphoheptonate aldolase, phenylalanine-inhibited"
"YBL019W","D","APN2 AP endonuclease, exonuclease III homolog"
"YNL040W","M","YNL040w weak similarity to M.genitalium alanine--tRNA ligase"
"YML086C","M","ALO1 D-arabinono-1,4-lactone oxidase"
"YPR118W","U","YPR118w similarity to M.jannaschii translation initiation factor, eIF-2B"
"YLL057C","R","YLL057c similarity to E.coli dioxygenase"
"YKL029C","M","MAE1 malic enzyme"
"YNL249C","U","MPA43 similarity to YDR109c"
"YLR056W","M","ERG3 C-5 sterol desaturase"
"YDR297W","M","SUR2 required for the hydroxylation of C-4 of the sphingoid moiety of ceramide"
"YGR060W","M","ERG25 C-4 sterol methyl oxidase"
"YNL305C","U","YNL305c similarity to C-term. of A.nidulans regulatory protein (qutR)"
"YGR007W","M","MUQ1 choline phosphate cytidylyltransferase"
"YJL125C","P","GCD14 translational repressor of GCN4"
"YPL224C","O","MMT2 mitochondrial iron transporter"
"YIL162W","M","SUC2 invertase (sucrose hydrolyzing enzyme)"
"YOL008W","U","YOL008w similarity to hypothetical protein S. pombe"
"YDR171W","F","HSP42 heat shock protein"
"YDL219W","U","YDL219w strong similarity to S.equisimilis hypothetical protein"
"YHR144C","M","DCD1 deoxycytidylate deaminase"
"YDL200C","D","MGT1 O6-methylguanine DNA repair methyltransferase"
"YFL060C","R","SNO3 strong similarity to SNO1 and SNO2"
"YGR062C","E","COX18 required for activity of mitochondrial cytochrome oxidase"
"YMR234W","D","RNH1 ribonuclease H"
"YKL094W","U","YJU3 weak similarity to E.coli hypothetical protein"
"YKL157W","F","APE2 aminopeptidase yscII"
"YNL045W","M","YNL045w strong similarity to human leukotriene-A4 hydrolase"
"YGL017W","F","ATE1 arginyl tRNA transferase"
"YIR032C","M","DAL3 ureidoglycolate hydrolase"
"YOR005C","D","DNL4 DNA ligase IV"
"YGR202C","M","PCT1 cholinephosphate cytidylyltransferase"
"YHR201C","M","PPX1 exopolyphosphatase"
"YML005W","U","YML005w similarity to hypothetical S.pombe protein"
"YHR070W","M","TRM5 strong similarity to N.crassa met-10+ protein"
"YMR013C","M","SEC59 dolichol kinase"
"YJL198W","A","PHO90 low affinity phosphate transporter"
"YGL178W","C","MPT5 multicopy suppressor of POP2"
"YDL143W","F","CCT4 component of chaperonin-containing T-complex"
"YGL173C","T","KEM1 multifunctional nuclease"
"YPR163C","P","TIF3 translation initiation factor eIF4B"
"YOL148C","B","SPT20 member of the TBP class of SPT proteins that alter transcription site selection"
"YKL093W","U","MBR1 required for optimal growth on glycerol"
"YML085C","D","TUB1 alpha-1 tubulin"
"YDL017W","D","CDC7 protein kinase"
"YDR356W","C","NUF1 spindle pole body component"
"YBR015C","C","MNN2 type II membrane protein"
"YPL084W","R","BRO1 required for normal response to nutrient limitation"
"YOR008C","R","SLG1 required for cell wall integrity and for stress response"
"YDR160W","B","SSY1 transcriptional regulator of several transporter genes"
"YPR019W","D","CDC54 member of the CDC46P/MCM2P/MCM3P family"
"YML062C","O","MFT1 mitochondrial fusion target protein"
"YLR335W","O","NUP2 nuclear pore protein"
"YBR171W","F","SEC66 ER protein-translocation complex subunit"
"YNL243W","O","SLA2 cytoskeleton assembly control protein"
"YNL084C","C","END3 required for endocytosis and cytoskeletal organization"
"YIL095W","D","PRK1 serine/threonine protein kinase involved in regulation of actin cytoskeleton organization"
"YKR042W","C","UTH1 involved in the aging process"
"YMR039C","B","SUB1 transcriptional coactivator"
"YAL013W","M","DEP1 regulator of phospholipid metabolism"
"YOR216C","O","RUD3 suppressor of USO1-1 transport defect"
"YLR330W","C","CHS5 chitin synthesis protein"
"YAR019C","D","CDC15 protein kinase of the MAP kinase kinase kinase family"
"YAL024C","D","LTE1 GDP/GTP exchange factor"
"YLR274W","D","CDC46 cell division control protein"
"YBR229C","M","ROT2 glucosidase II, catalytic subunit"
"YDL207W","O","GLE1 RNA export mediator"
"YIL009W","M","FAA3 acyl CoA synthase"
"YMR235C","T","RNA1 GTPase activating protein"
"YDR085C","C","AFR1 involved in morphogenesis of the mating projection"
"YKL089W","D","MIF2 required for normal chromosome segregation and spindle integrity"
"YMR168C","D","CEP3 kinetochore protein complex, 71 KD subunit"
"YLR079W","D","SIC1 p40 inhibitor of CDC28P-Clb protein kinase complex"
"YLR238W","U","YLR238w similarity to YDR200c"
"YHR115C","U","YHR115c strong similarity to hypothetical protein YNL116w"
"YDR027C","O","LUV1 interacts with the beta-tubulin binding protein RBL2P"
"YDR200C","U","YDR200c similarity to hypothetical protein YLR238w"
"YPR133W-A","O","TOM5 mitochondrial outer membrane protein"
"YHR152W","C","SPO12 sporulation protein"
"YPR111W","D","DBF20 cell cycle protein kinase related to DBF2P"
"YDR146C","B","SWI5 transcription factor"
"YGR032W","M","GSC2 1,3-beta-D-glucan synthase subunit"
"YBL085W","C","BOI1 BEM1 protein-binding protein"
"YBR237W","T","PRP5 pre-mRNA processing RNA-helicase"
"YBL023C","D","MCM2 member of the MCM2P,MCM3P,CDC46P family"
"YEL032W","D","MCM3 replication initiation protein"
"YLR045C",NA,NA
"YDR150W","D","NUM1 nuclear migration protein"
"YKL022C","D","CDC16 subunit of anaphase-promoting complex (cyclosome)"
"YKL139W","T","CTK1 carboxy-terminal domain (CTD) kinase, alpha subunit"
"YGL038C","F","OCH1 alpha-1,6-mannosyltransferase"
"YER111C","B","SWI4 transcription factor"
"YER172C","T","BRR2 RNA helicase-related protein"
"YOR195W","D","SLK19 involved in control of spindle dynamics together with KAR3P"
"YJL030W","D","MAD2 spindle-assembly checkpoint protein"
"YHR079C","C","IRE1 protein kinase"
"YLR116W","T","MSL5 branch point bridging protein"
"YOL076W","D","MDM20 necessary for mitochondrial inheritance and organisation of the actin cytoskeleton"
"YIR031C","M","DAL7 malate synthase 2"
"YLR195C","F","NMT1 N-myristoyltransferase"
"YHR004C","C","NEM1 required for nuclear morphology"
"YGL097W","O","SRM1 GDP/GTP exchange factor for GSP1P/GSP2P"
"YNL299W","D","TRF5 nuclear division protein"
"YHR154W","B","ESC4 Establishes Silent Chromatin"
"YLR306W","F","UBC12 E2 ubiquitin-conjugating enzyme"
"YBR021W","A","FUR4 uracil permease"
"YDR164C","O","SEC1 protein transport protein"
"YNL209W","P","SSB2 heat shock protein of HSP70 family, cytosolic"
"YIL004C","O","BET1 protein transport protein"
"YLR268W","O","SEC22 synaptobrevin (V-SNARE)"
"YKL196C","O","YKT6 SNARE protein for Endoplasmic Reticulum-Golgi transport"
"YIL153W","D","RRD1 strong similarity to human phosphotyrosyl phosphatase activator"
"YCR067C","O","SED4 protein of the endoplasmic reticulum"
"YJL174W","C","KRE9 cell wall synthesis protein"
"YLR242C",NA,NA
"YNL106C","M","INP52 phosphatidylinositol phosphate phosphatase"
"YOR297C","F","TIM18 component of the inner mitochondrial membrane translocation complex"
"YKL126W","U","YPK1 ser/thr-specific protein kinase"
"YGL226C-A","F","OST5 subunit of N-oligosaccharyltransferase, zeta subunit"
"YDR177W","F","UBC1 E2 ubiquitin-conjugating enzyme"
"YMR022W","F","QRI8 E2 ubiquitin-conjugation enzyme"
"YER015W","M","FAA2 long-chain-fatty-acid--CoA ligase"
"YBR080C","O","SEC18 vesicular-fusion protein, functional homolog of NSF"
"YBL050W","O","SEC17 transport vesicle fusion protein"
"YOR257W","C","CDC31 spindle pole body component, centrin"
"YNL102W","D","POL1 DNA-directed DNA polymerase alpha, 180 KD subunit"
"YBR097W","O","VPS15 ser/thr protein kinase"
"YDR495C","F","VPS3 vacuolar sorting protein"
"YGL095C","O","VPS45 vacuolar protein sorting-associated protein"
"YPL155C","O","KIP2 kinesin-related protein"
"YGL086W","D","MAD1 spindle assembly checkpoint protein"
"YJL013C","D","MAD3 spindle-assembly checkpoint protein"
"YHR202W","U","YHR202w similarity to S.pombe hypothetical protein SPAC17G6"
"YPL209C","D","IPL1 ser/thr protein kinase"
"YGR238C","C","KEL2 involved in cell fusion and morphogenesis"
"YNL031C","B","HHT2 histone H3"
"YGR116W","T","SPT6 transcription elongation protein"
"YBL082C","F","RHK1 mannosyltransferase"
"YDR363W","B","ESC2 involved in silencing"
"YHR134W","U","WSS1 similarity to S. pombe SPCC1442.07c putative Zn-protease"
"YIL030C","T","SSM4 involved in mRNA turnover"
"YNL006W","O","LST8 required for transport of permeases from the golgi to the plasma membrane"
"YKL176C","F","LST4 protein required for regulated transport of nitrogen-regulated permeases from the Golgi to the plasma membrane"
"YMR284W","D","YKU70 high-affinity DNA-binding protein"
"YGL027C","C","CWH41 ER glucosidase I"
"YGR098C","D","ESP1 required for sister chromatid separation"
"YBL069W","F","AST1 PMA1 protein targeting protein"
"YHR010W","P","RPL27A 60S large subunit ribosomal protein L27.e"
"YPR116W","U","YPR116w hypothetical protein"
"YDR369C","D","XRS2 DNA repair protein"
"YGL163C","D","RAD54 DNA-dependent ATPase of the SNF2P family"
"YDR217C","D","RAD9 DNA repair checkpoint protein"
"YBR215W","B","HPC2 cell cycle regulatory protein"
"YOL068C","B","HST1 silencing protein"
"YOR025W","B","HST3 silencing protein"
"YMR224C","D","MRE11 DNA repair and meiotic recombination protein"
"YNL171C","U","YNL171c questionable ORF"
"YOR160W","O","MTR10 involved in nuclear protein import"
"YAL026C","O","DRS2 P-type amino-phospholipids-ATPase"
"YLR425W","U","TUS1 similarity to GDP-GTP exchange factors"
"YNL289W","D","PCL1 cyclin, G1/S-specific"
"YMR299C","U","YMR299c weak similarity to hypothetical protein YJL062w"
"YOR153W","A","PDR5 pleiotropic drug resistance protein"
"YKR047W","U","YKR047w questionable ORF"
"YIL159W","C","BNR1 regulator of budding"
"YOR058C","D","ASE1 microtubule-associated protein (nonmotor)"
"YDR149C","U","YDR149c questionable ORF"
"YDL117W","U","CYK3 similarity to hypothetical S. pombe protein, protein possibly involved in cytokinesis"
"YLR381W","U","YLR381w hypothetical protein"
"YJR053W","D","BFA1 spindle assembly checkpoint protein"
"YDR289C",NA,NA
"YBR095C","U","YBR095c weak similarity to hypothetical protein S. pombe"
"YBR107C","D","IML3 weak similarity to N.crassa chitin synthase"
"YNL170W","U","YNL170w questionable ORF"
"YHR191C","U","CTF8 weak similarity to hypothetical protein B24H17.20 Neurospora crassa"
"YBR231C","U","AOR1 similarity to human BCNT protein NP_006315.1"
"YNL215W","U","IES2 similarity to hypothetical S. pombe protein"
"YNL307C","C","MCK1 ser/thr/tyr protein kinase"
"YML095C-A",NA,NA
"YML016C","R","PPZ1 ser/thr phosphatase required for normal osmoregulation"
"YCL016C","D","DCC1 part of an alternative RFC complex"
"YJR143C","F","PMT4 dolichyl-phosphate-mannose--protein O-mannosyl transferase"
"YOR321W","F","PMT3 mannosyltransferase"
"YKL092C","C","BUD2 GTPase-activating protein for Bud1p/RSR1P"
"YLR372W","M","SUR4 sterol isomerase, fatty acid elongase"
"YOR027W","F","STI1 stress-induced protein"
"YER068W","B","MOT2 transcriptional repressor"
"YER122C","B","GLO3 zinc finger protein"
"YKL020C","D","SPT23 dosage-dependent suppressor of Ty-induced promotor mutations"
"YDR351W","C","SBE2 bud growth protein"
"YLR433C","C","CNA1 calcineurin B, catalytic subunit"
"YKL190W","C","CNB1 calcineurin B, regulatory subunit"
"YLL050C","C","COF1 cofilin, actin binding and severing protein"
"YLR235C","U","YLR235c questionable ORF"
"YNL098C","C","RAS2 GTP-binding protein"
"YMR060C","O","TOM37 mitochondrial outer membrane import receptor subunit, 37 kD"
